loss,accuracy,val_loss,val_accuracy
1.2497727870941162,0.6986862421035767,1.1416709423065186,0.7659313678741455
0.8754391074180603,0.8674954175949097,1.0550594329833984,0.7904411554336548
0.7889525294303894,0.9066252112388611,1.033334732055664,0.7990196347236633
0.7374697327613831,0.9295098185539246,1.0220445394515991,0.8026960492134094
0.7016999125480652,0.9434948563575745,1.0150948762893677,0.8088235259056091
0.6739408373832703,0.9573386311531067,1.0116084814071655,0.8039215803146362
0.6519147753715515,0.9651080369949341,1.0102951526641846,0.813725471496582
0.6336540579795837,0.973442554473877,1.0063389539718628,0.8149510025978088
0.6182187795639038,0.9803644418716431,1.006447196006775,0.813725471496582
0.6051875948905945,0.9840372800827026,1.0089027881622314,0.8125
0.594153642654419,0.989122748374939,1.011473298072815,0.813725471496582
0.5847252607345581,0.9920892715454102,1.0139974355697632,0.8174019455909729
0.5765604972839355,0.994349479675293,1.0155757665634155,0.8174019455909729
