loss,accuracy,val_loss,val_accuracy
2.7482941150665283,0.3992089331150055,1.772937536239624,0.7022058963775635
2.0577287673950195,0.6214154362678528,1.6687010526657104,0.7732843160629272
1.8628554344177246,0.6978386640548706,1.6628546714782715,0.783088207244873
1.7449065446853638,0.7393699884414673,1.6572575569152832,0.7855392098426819
1.670433521270752,0.7660686373710632,1.5911039113998413,0.8014705777168274
1.5860657691955566,0.7941799759864807,1.563234806060791,0.8051470518112183
1.548650860786438,0.8090125918388367,1.5705711841583252,0.7953431606292725
1.507101058959961,0.8155106902122498,1.52936851978302,0.8075980544090271
1.4656671285629272,0.8262466192245483,1.518501877784729,0.8039215803146362
1.4263406991958618,0.8433394432067871,1.4874935150146484,0.813725471496582
1.3928972482681274,0.8498375415802002,1.4996061325073242,0.8051470518112183
1.3692110776901245,0.8581720590591431,1.486166000366211,0.8039215803146362
1.3271764516830444,0.868201732635498,1.4448788166046143,0.8063725233078003
1.3054789304733276,0.8698968887329102,1.4491056203842163,0.7977941036224365
1.2711719274520874,0.8772425651550293,1.4217289686203003,0.8026960492134094
1.2454837560653687,0.8847295045852661,1.377289891242981,0.8088235259056091
1.220834732055664,0.8905212879180908,1.3717221021652222,0.8161764740943909
1.201673150062561,0.8912276029586792,1.366789698600769,0.8063725233078003
1.1809580326080322,0.8987144827842712,1.34434175491333,0.8075980544090271
1.1596012115478516,0.8995620608329773,1.344547152519226,0.811274528503418
1.1385738849639893,0.9042237401008606,1.3162184953689575,0.8088235259056091
1.108176589012146,0.9122757315635681,1.3182001113891602,0.8075980544090271
1.0979191064834595,0.9121344685554504,1.3171697854995728,0.8063725233078003
1.0796222686767578,0.9141121506690979,1.2766684293746948,0.811274528503418
1.0576778650283813,0.920186460018158,1.2686645984649658,0.8125
