accuracy,loss,val_accuracy,val_loss
0.3080534040927887,2.640754222869873,0.6555555462837219,2.1350691318511963
0.515916109085083,2.1543614864349365,0.7141414284706116,1.7883020639419556
0.6021710634231567,1.9671461582183838,0.7484848499298096,1.6638109683990479
0.6463253498077393,1.877433180809021,0.7626262903213501,1.6061547994613647
0.6734634041786194,1.8035329580307007,0.773737370967865,1.563219666481018
0.6860789060592651,1.7573602199554443,0.794949471950531,1.525148630142212
0.7045621275901794,1.7039369344711304,0.7979797720909119,1.4937622547149658
0.726565957069397,1.6522650718688965,0.8121212124824524,1.4659096002578735
0.7362475991249084,1.6129653453826904,0.8141413927078247,1.4391876459121704
0.754877507686615,1.5753543376922607,0.808080792427063,1.419357180595398
0.7569311857223511,1.5454285144805908,0.8101010322570801,1.3957055807113647
0.7638257145881653,1.5190011262893677,0.8181818127632141,1.377273678779602
0.7680798172950745,1.4850417375564575,0.8181818127632141,1.3530775308609009
0.7815755009651184,1.464590311050415,0.821212112903595,1.3491977453231812
0.7909637689590454,1.440908670425415,0.8181818127632141,1.3328841924667358
0.7900835871696472,1.4110419750213623,0.8171716928482056,1.334799885749817
0.7925773859024048,1.401370882987976,0.8131313323974609,1.3154374361038208
0.8123807907104492,1.3532291650772095,0.8202019929885864,1.300923466682434
0.8151679635047913,1.3430181741714478,0.8060606122016907,1.302416443824768
0.8167815804481506,1.3237980604171753,0.8141413927078247,1.2768319845199585
0.8175150156021118,1.3117258548736572,0.8121212124824524,1.2791409492492676
0.8296904563903809,1.2847683429718018,0.800000011920929,1.2796989679336548
0.831157386302948,1.269407868385315,0.8242424130439758,1.249226450920105
0.8365849852561951,1.2530993223190308,0.8171716928482056,1.245649814605713
0.8387854099273682,1.2401964664459229,0.8161616325378418,1.2409751415252686
0.8456799387931824,1.2166566848754883,0.8181818127632141,1.2344573736190796
0.8425993919372559,1.2155424356460571,0.8141413927078247,1.2246665954589844
0.8468534350395203,1.2064237594604492,0.8060606122016907,1.220473289489746
0.8625494837760925,1.1842129230499268,0.8111110925674438,1.2210685014724731
0.8572685718536377,1.1685335636138916,0.8121212124824524,1.2106804847717285
